Rank,Name,Publisher,Developer,Platform,Release_date,Genre,Sales_NA,Sales_PAL,Sales_JP,Sales_Other,Sales_Globe
4499,Downhill Domination,Sony Computer Entertainment,Incognito Inc.,PS2,2003,Racing,0.23,0.18,,0.06,0.47
4500,Detective Pikachu,Nintendo,Creatures Inc.,3DS,2018,Adventure,0.15,0.17,0.12,0.03,0.47
4501,Pirates of the Caribbean: Dead Man's Chest,Buena Vista,Amaze Entertainment,GBA,2006,Adventure,0.33,0.12,,0.01,0.47
4502,Knack 2,Sony Interactive Entertainment,SIE Japan Studio,PS4,2017,Platform,0.14,0.25,0.01,0.07,0.47
4503,Spider-Man: Friend or Foe,Activision,Artificial Mind and Movement,DS,2007,Action,0.43,0.0,,0.04,0.47
4504,Spider-Man 3,Activision,Vicarious Visions,DS,2007,Platform,0.41,0.02,,0.04,0.47
4505,Just Dance 2014,Ubisoft,Ubisoft Paris,PS4,2013,Music,0.21,0.18,,0.08,0.47
4506,Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,Level 5,Level 5,3DS,2012,Role-Playing,,0.01,0.46,0.0,0.47
4507,Deadpool,Activision,High Moon Studios,PS3,2013,Action,0.23,0.16,,0.08,0.47
4508,World Series of Poker,Activision,Activision Value,PS2,2005,Misc,0.39,0.01,,0.06,0.47
4509,NHL 97,EA Sports,Visual Concepts,PS,1996,Sports,0.26,0.18,,0.03,0.47
4510,Kong: The 8th Wonder of the World,Ubisoft,Ubisoft Casablanca,GBA,2005,Action,0.33,0.12,,0.01,0.47
4511,Two Worlds II,SouthPeak Interactive,Reality Pump,PS3,2011,Role-Playing,0.26,0.1,0.06,0.04,0.47
4512,Sonic Mania,Sega,PagodaWest Games,NS,2017,Platform,0.23,0.18,0.01,0.04,0.47
4513,Dead or Alive 4,Tecmo,Team Ninja,X360,2005,Fighting,0.3,0.03,0.1,0.03,0.47
4514,Godzilla: Save the Earth,Atari,"Pipeworks Software, Inc.",PS2,2004,Fighting,0.23,0.18,,0.06,0.47
4515,Petz Sports,Ubisoft,Ubisoft Montreal,Wii,2008,Simulation,0.42,0.01,,0.04,0.47
4516,Dance Dance Revolution: Mario Mix,Nintendo,Konami,GC,2005,Simulation,0.36,0.09,,0.01,0.47
4517,Farming Simulator 19,Focus Home Interactive,Giants Software,PS4,2018,Simulation,0.13,0.26,,0.07,0.47
4518,Metal Gear Solid: The Twin Snakes,Konami,Silicon Knights,GC,2004,Action,0.3,0.08,0.07,0.01,0.47
4519,Tiger Woods PGA Tour 07,EA Sports,EA Redwood Shores,Wii,2007,Sports,0.43,0.0,,0.04,0.47
4520,FIFA Soccer 13,EA Sports,EA Canada,PSV,2012,Sports,,0.32,0.05,0.1,0.46
4521,Mat Hoffman's Pro BMX 2,Activision,Rainbow Studios,PS2,2002,Sports,0.23,0.18,,0.06,0.46
4522,Metal Gear Solid: The Essential Collection,Konami,Konami Computer Entertainment Japan,PS2,2008,Adventure,0.23,0.18,,0.06,0.46
4523,Rayman Legends,Ubisoft,Ubisoft Montpellier,X360,2013,Platform,0.19,0.24,,0.04,0.46
4524,ARK: Survival Evolved,Studio Wildcard,Studio Wildcard,XOne,2017,Action-Adventure,0.3,0.12,,0.04,0.46
4525,MX vs. ATV: Alive,THQ,Rainbow Studios,PS3,2011,Racing,0.24,0.15,,0.07,0.46
4526,SimCity Creator,Electronic Arts,The Sims Studio,Wii,2008,Simulation,0.36,0.03,0.04,0.04,0.46
4527,Harry Potter and the Order of the Phoenix,Electronic Arts,EA UK,Wii,2007,Adventure,0.38,0.05,,0.04,0.46
4528,Iridion 3D,Majesco,Shin'en GmbH,GBA,2001,Shooter,0.33,0.12,,0.01,0.46
4529,Syphon Filter: Logan's Shadow,Sony Computer Entertainment,SCEA Bend Studio,PSP,2007,Shooter,0.25,0.12,,0.09,0.46
4530,FIFA Soccer 12,EA Sports,EA Canada,PC,2011,Sports,0.04,0.33,,0.09,0.46
4531,Classic NES Series: Pac-Man,Nintendo,Nintendo,GBA,2004,Puzzle,0.25,0.09,0.12,0.01,0.46
4532,Imagine: Figure Skater (US sales),Ubisoft,Spike Co.,DS,2008,Sports,0.46,0.01,,,0.46
4533,Destroy All Humans!,THQ,Pandemic Studios,XB,2005,Adventure,0.34,0.11,,0.02,0.46
4534,Dragon Ball Z: Collectible Card Game,Infogrames,Magellan Interactive,GBA,2002,Misc,0.33,0.12,,0.01,0.46
4535,Circus Atari,Atari,Atari,2600,1978,Action,0.43,0.03,,0.0,0.46
4536,Dissidia Final Fantasy NT,Square Enix,Square Enix,PS4,2018,Fighting,0.19,0.06,0.16,0.05,0.46
4537,WWE 2K16,Take-Two Interactive,Yuke's,X360,2015,Sports,0.29,0.13,,0.04,0.46
4538,Disney Infinity 3.0,Disney Interactive Studios,Avalanche Software,XOne,2015,Action,0.3,0.12,,0.04,0.46
4539,Razor Freestyle Scooter,Crave Entertainment,Shaba Games,PS,2000,Sports,0.26,0.17,,0.03,0.46
4540,Brothers In Arms: D-Day,Ubisoft,Gearbox Software,PSP,2006,Shooter,0.23,0.14,,0.09,0.46
4541,Disney's Kim Possible 3: Team Possible,Disney Interactive Studios,Artificial Mind and Movement,GBA,2005,Platform,0.33,0.12,,0.01,0.46
4542,Rygar: The Legendary Adventure,Tecmo,Tecmo,PS2,2002,Action,0.2,0.15,0.06,0.05,0.46
4543,Super Batter Up,Namco,Namco,SNES,1992,Sports,,,0.46,,0.46
4544,Kessen II,KOEI,Koei,PS2,2001,Strategy,0.13,0.1,0.2,0.03,0.46
4545,Tomb Raider: Legend,Eidos Interactive,Buzz Monkey,PSP,2006,Action,0.09,0.25,,0.12,0.46
4546,Crayon Shin-Chan: Arashi o Yobu Enji,Bandai,Bandai,SNES,1993,Platform,,,0.46,0.0,0.46
4547,Stuart Little 2,Activision,Creations,GBA,2002,Platform,0.33,0.12,,0.01,0.46
4548,Red Faction: Armageddon,THQ,Volition Inc.,PS3,2011,Shooter,0.2,0.15,0.03,0.07,0.46
4549,Nickelodeon Team Umizoomi,2K Play,Black Lantern Studios,DS,2011,Action,0.42,,,0.04,0.46
4550,Tak 2: The Staff of Dreams,THQ,Avalanche Software,GBA,2004,Platform,0.33,0.12,,0.01,0.46
4551,Battlefield: Hardline,Electronic Arts,EA DICE,PS3,2015,Shooter,0.15,0.17,0.08,0.06,0.46
4552,SingStar Amped,Sony Computer Entertainment,Sony Computer Entertainment America,PS2,2007,Misc,0.23,0.18,,0.06,0.46
4553,Tales of Vesperia,Namco Bandai,Namco Tales Studio,PS3,2009,Role-Playing,,,0.46,,0.46
4554,Brothers In Arms: Earned In Blood,Ubisoft,Unknown,PS2,2005,Action,0.38,0.01,,0.06,0.46
4555,Need for Speed: Hot Pursuit,Electronic Arts,Exient Entertainment,Wii,2010,Racing,0.17,0.24,0.0,0.05,0.46
4556,Mario Sports Superstars,Nintendo,Namco Bandai Games,3DS,2017,Sports,0.18,0.12,0.13,0.03,0.46
4557,Dragon Ball Z: Sagas,Atari,Avalanche Software,PS2,2005,Fighting,0.38,0.01,,0.06,0.46
4558,Scooby-Doo,THQ,Helixe,GBA,2001,Platform,0.33,0.12,,0.01,0.46
4559,Hydro Thunder,Midway Games,Blue Shift,PS,2000,Racing,0.26,0.17,,0.03,0.46
4560,Crayola: Treasure Adventures,Crave Entertainment,Crave Entertainment,DS,2007,Puzzle,0.42,0.01,,0.03,0.46
4561,The Princess and the Frog,Disney Interactive Studios,Griptonite Games,Wii,2009,Platform,0.29,0.13,,0.04,0.46
4562,NHL FaceOff '97,Sony Computer Entertainment,Killer Game,PS,1996,Sports,0.26,0.17,,0.03,0.46
4563,The Legend of Spyro: Dawn of the Dragon,Vivendi Games,Tantalus,DS,2008,Platform,0.26,0.15,,0.05,0.46
4564,WWE SmackDown vs. Raw 2011,THQ,JAKKS Pacific,Wii,2010,Fighting,0.29,0.13,,0.04,0.46
4565,Brothers In Arms: Road to Hill 30,Ubisoft,Gearbox Software,PS2,2005,Shooter,0.38,0.01,,0.06,0.46
4566,Minecraft: Story Mode - The Complete Adventure,Telltale Games,Telltale Games,NS,2017,Adventure,0.27,0.15,,0.04,0.46
4567,State of Decay 2,Microsoft Studios,Undead Labs,XOne,2018,Action-Adventure,0.27,0.14,,0.04,0.46
4568,Gremlins,Atari,Atari,2600,1984,Action,0.43,0.03,,0.0,0.46
4569,The Mark of Kri,Sony Computer Entertainment,SCE San Diego Studio,PS2,2002,Action,0.22,0.18,,0.06,0.46
4570,LEGO DC Super-Villains,Warner Bros. Interactive Entertainment,Traveller's Tales,PS4,2018,Action-Adventure,0.22,0.17,,0.08,0.46
4571,Jampack Winter 2003 (RP-M),Sony Computer Entertainment,Sony Computer Entertainment America,PS2,2003,Misc,0.22,0.18,,0.06,0.46
4572,Mega Man Star Force 3: Black Ace / Red Joker,Capcom,Capcom,DS,2009,Role-Playing,0.22,,0.22,0.02,0.46
4573,Rugrats: Castle Capers,THQ,Software Creations,GBA,2001,Action,0.33,0.12,,0.01,0.46
4574,Crash Nitro Kart,Vivendi Games,Vicarious Visions,GBA,2003,Racing,0.33,0.12,,0.01,0.46
4575,Mass Effect Trilogy,Electronic Arts,BioWare,PS3,2012,Action,0.37,,,0.09,0.46
4576,Wolfenstein: The New Order,Bethesda Softworks,MachineGames,PS3,2014,Shooter,0.14,0.22,0.02,0.07,0.46
4577,Boom Blox Bash Party,Electronic Arts,EA Los Angeles,Wii,2009,Puzzle,0.33,0.09,,0.04,0.46
4578,Jak and Daxter: The Lost Frontier,Sony Computer Entertainment,High Impact Games,PS2,2009,Platform,0.22,0.17,,0.06,0.46
4579,Momotarou Dentetsu 11,Hudson Soft,Hudson Soft,PS2,2002,Misc,,,0.46,,0.46
4580,MX vs. ATV Untamed,THQ,Rainbow Studios,PS3,2007,Racing,0.35,0.06,,0.05,0.46
4581,Hyrule Warriors: Definitive Edition,Nintendo,Omega Force,NS,2018,Action,0.21,0.15,0.07,0.03,0.46
4582,Star Wars: Demolition,LucasArts,"Luxoflux, Inc.",PS,2000,Racing,0.25,0.17,,0.03,0.46
4583,Bloody Roar II,Sony Computer Entertainment,Eighting / Raizing,PS,1999,Fighting,0.25,0.17,,0.03,0.46
4584,Delta Force: Black Hawk Down,NovaLogic,Rebellion Developments,PS2,2005,Shooter,0.22,0.17,,0.06,0.46
4585,Space Invaders,Nintendo,Taito Corporation,SNES,1997,Shooter,,,0.46,0.0,0.46
4586,.hack//Outbreak Part 3,Bandai,CyberConnect2,PS2,2003,Role-Playing,0.14,0.11,0.17,0.04,0.46
4587,Mother 1+2,Nintendo,Ape Studios / HAL Laboratory / Brownie Brown,GBA,2003,Role-Playing,,,0.45,0.01,0.46
4588,Top Spin,Microsoft Game Studios,Pam Development,XB,2003,Sports,0.36,0.08,,0.02,0.46
4589,The Golden Compass,Sega,Shiny Entertainment,X360,2007,Adventure,0.3,0.12,,0.04,0.46
4590,Dora the Explorer: Dora Saves the Snow Princess,2K Play,Black Lantern Studios,DS,2008,Platform,0.26,0.16,,0.04,0.46
4591,Country Dance 2,GameMill,High Voltage Software,Wii,2011,Misc,0.43,,,0.03,0.46
4592,Warhawk,Sony Computer Entertainment,SingleTrac,PS,1995,Simulation,0.25,0.17,,0.03,0.46
4593,ATV Offroad Fury Pro,Sony Computer Entertainment,Climax Group,PSP,2006,Racing,0.37,0.04,,0.04,0.46
4594,LEGO The Hobbit,Warner Bros. Interactive Entertainment,Traveller's Tales,X360,2014,Action-Adventure,0.2,0.22,,0.04,0.46
4595,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,THQ,Climax Group / ImaginEngine,GBA,2005,Platform,0.33,0.12,,0.01,0.45
4596,Billiards,Agetec,argent,PS,2001,Sports,,,0.45,,0.45
4597,Missile Command,Hasbro Interactive,Meyer/Glass Interactive,PS,1999,Shooter,0.25,0.17,,0.03,0.45
4598,Harvest Moon DS (US sales),Natsume,TOSE,DS,2006,Simulation,0.4,0.05,,,0.45
4599,Tomb Raider: Underworld,Eidos Interactive,Crystal Dynamics,Wii,2008,Adventure,0.13,0.27,,0.05,0.45
4600,Jikkyou Powerful Pro Yakyuu 3,Konami,Diamond Head,SNES,1996,Sports,,,0.45,,0.45
4601,We Sing Encore,Nordic Games,Le Cortex,Wii,2010,Misc,,0.4,,0.05,0.45
4602,Naruto Shippuden: Ultimate Ninja Storm Revolution,Namco Bandai Games,CyberConnect2,PS3,2014,Fighting,0.16,0.15,0.09,0.06,0.45
4603,Jikkyou Powerful Pro Yakyuu 12,Konami,PawaPuro Production,PS2,2005,Sports,,,0.45,,0.45
4604,Enter the Matrix,Atari,Shiny Entertainment,GC,2003,Action,0.34,0.09,0.02,0.01,0.45
4605,Dead or Alive: Dimensions,Tecmo Koei,Team Ninja,3DS,2011,Fighting,0.13,0.22,0.07,0.03,0.45
4606,God Eater 2,Namco Bandai Games,Shift,PSV,2013,Misc,,,0.45,,0.45
4607,Scooby-Doo! and the Spooky Swamp,Warner Bros. Interactive,Torus Games,Wii,2010,Action,0.29,0.13,,0.04,0.45
4608,NASCAR 2005: Chase for the Cup,EA Sports,EA Tiburon,XB,2004,Racing,0.34,0.1,,0.02,0.45
4609,Skylanders: SuperChargers,Activision,Vicarious Visions,PS4,2015,Action-Adventure,0.29,0.09,,0.08,0.45
4610,J-League Excite Stage '95,Epoch,A-Max,SNES,1995,Sports,,,0.45,,0.45
4611,Bleach: The Blade of Fate,Sega,"Treasure Co., Ltd.",DS,2007,Fighting,0.29,0.01,0.12,0.03,0.45
4612,Band Hero,Activision,Vicarious Visions,DS,2009,Misc,0.22,0.19,,0.05,0.45
4613,Vin Diesel: Wheelman,Ubisoft,Tigon,X360,2009,Racing,0.24,0.17,,0.04,0.45
4614,Phantasy Star Online Episode I & II,Sega,Sonic Team,GC,2002,Role-Playing,0.23,0.06,0.16,0.01,0.45
4615,The Powerpuff Girls: Relish Rampage,BAM! Entertainment,VIS Entertainment,PS2,2002,Action,0.22,0.17,,0.06,0.45
4616,Attack on Titan: The Last Wings of Mankind,Spike Chunsoft,Spike Chunsoft,3DS,2013,Action,,,0.45,,0.45
4617,iCarly,Activision,Blitz Games,Wii,2009,Adventure,0.42,0.0,,0.03,0.45
4618,American Girl: Kit Mystery Challenge!,THQ,"Webfoot Technologies, Inc.",DS,2008,Adventure,0.42,,,0.03,0.45
4619,The Chronicles of Riddick: Escape From Butcher Bay,VU Games,Starbreeze Studios/Tigon Studios,XB,2004,Shooter,0.32,0.11,,0.02,0.45
4620,NFL Head Coach,EA Sports,EA Tiburon,PS2,2006,Sports,0.38,0.01,,0.06,0.45
4621,Burnout Dominator,Electronic Arts,Criterion Games,PSP,2007,Racing,0.02,0.38,0.01,0.05,0.45
4622,Despicable Me: The Game - Minion Mayhem,D3 Publisher,WayForward Technologies,DS,2010,Puzzle,0.37,0.05,,0.03,0.45
4623,The Sims 3: Ambitions,Electronic Arts,EA Redwood Shores,PC,2010,Simulation,,0.29,,0.16,0.45
4624,Ghostbusters,Activision,Atari,2600,1985,Action,0.42,0.03,,0.0,0.45
4625,NHL 15,EA Sports,EA Canada,X360,2014,Sports,0.35,0.05,,0.05,0.45
4626,NCAA Gamebreaker 99,989 Studios,989 Sports,PS,1998,Sports,0.25,0.17,,0.03,0.45
4627,Area 51,Midway Games,Midway Studios Austin,PS2,2005,Shooter,0.22,0.17,,0.06,0.45
4628,Barbie as The Island Princess,Activision,Human Soft / Ivolgamus,Wii,2007,Adventure,0.42,0.0,,0.03,0.45
4629,World Stadium 2,Namco,Namco,PS,1998,Sports,,,0.42,0.03,0.45
4630,Enemy Territory: Quake Wars,Activision,Nerve Software,X360,2008,Shooter,0.3,0.11,,0.04,0.45
4631,The New York Times Crosswords,Majesco,BudCat Creations,DS,2007,Puzzle,0.42,0.0,,0.03,0.45
4632,NHL 2005,EA Sports,EA Canada,PS2,2004,Sports,0.22,0.17,,0.06,0.45
4633,Dynasty Warriors: Strikeforce,Tecmo Koei,Omega Force,PSP,2009,Action,0.03,0.02,0.38,0.02,0.45
4634,Karaoke Revolution Presents American Idol Encore,Konami,Blitz Games,Wii,2008,Misc,0.42,,,0.03,0.45
4635,Brain Challenge,Ubisoft,Gameloft,DS,2008,Misc,0.41,0.01,,0.03,0.45
4636,Star Wars Jedi Knight: Jedi Academy,LucasArts,Vicarious Visions,XB,2003,Shooter,0.34,0.1,,0.02,0.45
4637,Major League Baseball 2K11,2K Sports,Visual Concepts,X360,2011,Sports,0.4,0.03,,0.03,0.45
4638,Phoenix,Atari,Centuri,2600,1982,Shooter,0.42,0.02,,0.0,0.45
4639,Lego Batman 3: Beyond Gotham,Warner Bros. Interactive Entertainment,Traveller's Tales,WiiU,2014,Action,0.21,0.21,,0.04,0.45
4640,Command & Conquer: Red Alert 3,Bethesda Softworks,EA Los Angeles,X360,2008,Strategy,0.18,0.23,,0.05,0.45
4641,F.E.A.R. 3,Warner Bros. Interactive,Day 1 Studios,PS3,2011,Shooter,0.21,0.16,0.01,0.07,0.45
4642,Crash of the Titans,Sierra Entertainment,Radical Entertainment,Wii,2007,Action,0.39,0.02,,0.03,0.45
4643,Terraria,505 Games,Engine Software,PS3,2013,Action-Adventure,0.09,0.21,0.09,0.06,0.45
4644,Apocalypse,Activision,Neversoft Entertainment,PS,1998,Action,0.25,0.17,,0.03,0.45
4645,Fable Anniversary,Microsoft Studios,Lionhead Studios,X360,2014,Role-Playing,0.26,0.15,0.01,0.04,0.45
4646,Yu-Gi-Oh! Destiny Board Traveler,Konami,KCEJ,GBA,2004,Misc,0.32,0.12,,0.01,0.45
4647,My Fashion Studio,Ubisoft,505 Games,DS,2008,Misc,0.41,0.01,,0.03,0.45
4648,L.A. Noire,Rockstar Games,Team Bondi,NS,2017,Adventure,0.21,0.21,,0.04,0.45
4649,The Sims 3: Outdoor Living Stuff,Electronic Arts,EA Redwood Shores,PC,2011,Simulation,,0.38,,0.07,0.45
4650,Yakuza Kiwami,Sega,Sega,PS4,2017,Adventure,0.13,0.07,0.21,0.04,0.45
4651,World Soccer Winning Eleven 5 Final Evolution,Konami,Konami,PS2,2001,Sports,,,0.45,,0.45
4652,Sphinx and the Cursed Mummy,THQ,Eurocom Entertainment Software,PS2,2003,Adventure,0.22,0.17,,0.06,0.45
4653,Fatal Fury 2,Takara,SNK Corporation,SNES,1994,Fighting,,,0.45,0.0,0.45
4654,Pokémon Pinball: Ruby & Sapphire (JP weekly sales),Nintendo,Jupiter Corporation,GBA,2003,Misc,,,0.44,0.01,0.45
4655,Pokémon Puzzle League,Nintendo,Nintendo Software Technology Corporation,N64,2000,Puzzle,0.36,0.08,,0.01,0.45
4656,Rampage World Tour,Midway Games,Saffire Corporation,N64,1998,Action,0.36,0.08,,0.01,0.45
4657,PES 2009: Pro Evolution Soccer,Konami,Konami,Wii,2009,Sports,0.09,0.26,0.05,0.05,0.45
4658,Just Dance 4,Ubisoft,Ubisoft,PS3,2012,Music,0.26,0.11,,0.08,0.45
4659,Pirates of the Caribbean: At World's End,Disney Interactive Studios,Eurocom Entertainment Software,Wii,2007,Action,0.39,0.02,0.01,0.04,0.45
4660,Brunswick Pro Bowling,Crave Entertainment,FarSight Studios,X360,2010,Sports,0.38,0.04,,0.03,0.45
4661,Style Savvy: Styling Star,Nintendo,syn Sophia,3DS,2017,Simulation,,0.29,0.14,0.02,0.45
4662,Tekken Advance,Namco,Eighting / Raizing,GBA,2002,Fighting,0.32,0.12,,0.01,0.45
4663,Shin Megami Tensei: Persona 3,Atlus,Atlus Co.,PS2,2007,Role-Playing,0.22,0.03,,0.2,0.45
4664,LEGO Rock Band,Warner Bros. Interactive,TT Games / Harmonix Music Systems,DS,2009,Misc,0.32,0.09,,0.04,0.45
4665,Persona,Atlus,Atlus Co.,PS,1996,Role-Playing,,,0.42,0.03,0.45
4666,Sega Rally Revo,Sega,Sega Racing Studio,X360,2007,Racing,0.12,0.28,,0.05,0.45
4667,Hot Wheels: Stunt Track Challenge,THQ,Climax Group,GBA,2004,Racing,0.32,0.12,,0.01,0.45
4668,TNA iMPACT!,Midway Games,Midway Studios Los Angeles,X360,2008,Fighting,0.26,0.15,,0.04,0.45
4669,Maze Craze: A Game of Cops 'n Robbers,Atari,Atari,2600,1978,Action,0.42,0.02,,0.0,0.45
4670,Prey (2017),Bethesda Softworks,Arkane Studios,XOne,2017,Shooter,0.21,0.2,,0.04,0.45
4671,Mobile Suit Gundam,Bandai,Bandai,PS,1995,Action,,,0.42,0.03,0.45
4672,Bee Movie Game,Activision,Vicarious Visions,DS,2007,Action,0.41,0.0,,0.03,0.45
4673,"Warhammer 40,000: Space Marine",THQ,Relic Entertainment,PS3,2011,Shooter,0.13,0.24,,0.08,0.45
4674,SingStar Take That,Sony Computer Entertainment,SCEE London Studio,PS2,2009,Misc,,0.06,,0.39,0.45
4675,Final Fantasy Collection,Square,TOSE,PS,1999,Role-Playing,,,0.42,0.03,0.45
4676,Disney Sing It! High School Musical 3: Senior Year,Disney Interactive Studios,Zoe Mode,PS2,2009,Misc,0.09,0.02,,0.34,0.45
4677,Tales of Zestiria,Namco Bandai Games,Namco Bandai Games,PS4,2015,Role-Playing,0.18,0.16,0.04,0.07,0.45
4678,Samurai Warriors: Xtreme Legends,KOEI,Omega Force,PS2,2004,Action,0.04,0.03,0.36,0.01,0.45
4679,NHL FaceOff,Sony Computer Entertainment,Sony Computer Entertainment America,PS,1995,Sports,0.25,0.17,,0.03,0.45
4680,WWE WrestleMania 21,THQ,Studio Gigante,XB,2005,Fighting,0.34,0.1,,0.02,0.45
4681,Skylanders: Trap Team,Activision,Toys for Bob,XOne,2014,Platform,0.34,0.07,,0.04,0.45
4682,NBA Live 2005,EA Sports,EA Canada,GC,2004,Sports,0.35,0.09,,0.01,0.45
4683,Naruto Shippuden: Ultimate Ninja Storm Generations,Namco Bandai Games,CyberConnect2,X360,2012,Fighting,0.26,0.14,0.01,0.04,0.45
4684,Disney Guilty Party,Disney Interactive Studios,Wideload Games,Wii,2010,Misc,0.42,,,0.03,0.45
4685,NBA Live 10,EA Sports,EA Canada,X360,2009,Sports,0.4,0.02,,0.03,0.45
4686,Harry Potter and the Deathly Hallows - Part 1,Electronic Arts,EA Bright Light,X360,2010,Action,0.21,0.2,,0.04,0.45
4687,Defender II,Atari,"Williams Electronic Games, Inc.",2600,1988,Shooter,0.42,0.02,,0.0,0.45
4688,F.E.A.R. 3,Warner Bros. Interactive,Day 1 Studios,X360,2011,Shooter,0.3,0.11,0.01,0.04,0.45
4689,WWE Day of Reckoning,THQ,Yuke's Future Media Creators,GC,2004,Fighting,0.35,0.09,,0.01,0.45
4690,Worms: Open Warfare 2,THQ,Team17 Software / Two Tribes,PSP,2007,Strategy,0.04,0.27,,0.14,0.45
4691,ATV Quad Power Racing 2,Acclaim Entertainment,Climax Entertainment,XB,2003,Racing,0.36,0.07,,0.01,0.45
4692,Walt Disney World Quest: Magical Racing Tour,Eidos Interactive,Crystal Dynamics,PS,2000,Racing,0.25,0.17,,0.03,0.45
4693,Skylanders Imaginators,Activision,Toys for Bob,WiiU,2016,Platform,0.19,0.22,,0.04,0.45
4694,Sled Storm,EA Sports BIG,EA Canada,PS2,2002,Racing,0.22,0.17,,0.06,0.45
4695,Vandal Hearts,Konami,Konami Computer Entertainment Tokyo,PS,1997,Role-Playing,0.14,0.09,0.19,0.03,0.45
4696,Virtua Tennis 4,Sega,Sega-AM2,PS3,2011,Sports,0.09,0.24,0.03,0.08,0.45
4697,Jawbreaker,Tigervision,Tigervision,2600,1982,Action,0.42,0.03,,0.0,0.45
4698,DmC Devil May Cry,Capcom,Ninja Theory,X360,2013,Action,0.27,0.13,0.01,0.04,0.45
4699,Celebrity Sports Showdown,Electronic Arts,Electronic Arts,Wii,2008,Sports,0.18,0.22,,0.05,0.45
4700,Scooby-Doo! Mystery Mayhem,THQ,Artificial Mind and Movement,PS2,2004,Adventure,0.22,0.17,,0.06,0.45
4701,Mario Golf: Advance Tour,Nintendo,Camelot Software Planning,GBA,2004,Sports,0.32,0.12,,0.01,0.45
4702,Star Ocean 5: Integrity and Faithlessness,Square Enix,tri-Ace,PS4,2016,Role-Playing,0.1,0.13,0.16,0.05,0.45
4703,Sid Meier's Civilization Revolution,2K Games,Firaxis,DS,2008,Strategy,0.37,0.03,0.02,0.03,0.45
4704,Silent Hill: Homecoming,Konami,Double Helix Games,X360,2008,Action,0.25,0.15,,0.04,0.45
4705,Discovery Kids: Kitten Corner,505 Games,505 Games,DS,2009,Simulation,0.42,,,0.03,0.45
4706,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Sony Computer Entertainment,Slant Six Games,PSP,2010,Shooter,0.17,0.13,0.06,0.09,0.45
4707,Rock Band Country Track Pack,MTV Games,Harmonix Music Systems,Wii,2009,Misc,0.41,,,0.03,0.44
4708,Transformers: Dark of the Moon - Autobots/Decepticons,Activision,Behaviour Interactive Inc.,DS,2011,Action,0.32,0.08,,0.04,0.44
4709,Yu-Gi-Oh! Capsule Monster Coliseum,Konami,Konami,PS2,2004,Misc,0.22,0.17,,0.06,0.44
4710,Major League Baseball 2K6,2K Sports,Kush Games,PS2,2006,Sports,0.37,0.01,,0.06,0.44
4711,Jampack Volume 13 (RP-M),Sony Computer Entertainment,Sony Computer Entertainment America,PS2,2005,Misc,0.37,0.01,,0.06,0.44
4712,World Soccer Winning Eleven 9,Konami,Konami Computer Entertainment Tokyo,XB,2006,Sports,0.06,0.33,0.02,0.03,0.44
4713,NBA Live 2000,EA Sports,NuFX,N64,1999,Sports,0.42,0.02,,0.0,0.44
4714,"SpongeBob SquarePants: Lights, Camera, Pants!",THQ,THQ Australia Studios Pty Ltd.,PS2,2005,Misc,0.37,0.01,,0.06,0.44
4715,Teenage Mutant Ninja Turtles 2: Battle Nexus,Konami,Konami,PS2,2004,Action,0.22,0.17,,0.06,0.44
4716,Ninja Gaiden 3,Tecmo Koei,Team Ninja,PS3,2012,Action,0.19,0.09,0.11,0.05,0.44
4717,The Thing,VU Games,Computer Artworks,PS2,2002,Adventure,0.22,0.17,,0.06,0.44
4718,Shin Megami Tensei: Devil Survivor Overclocked,Atlus,Career Soft,3DS,2011,Role-Playing,0.34,0.01,0.06,0.04,0.44
4719,Van Helsing,VU Games,Saffire Corporation,PS2,2004,Action,0.22,0.17,,0.06,0.44
4720,X-Men Legends II: Rise of Apocalypse,Activision,Raven Software,XB,2005,Role-Playing,0.3,0.12,,0.02,0.44
4721,Transformers: Fall of Cybertron,Activision,High Moon Studios,X360,2012,Action,0.28,0.12,,0.04,0.44
4722,Sonic & Sega All-Stars Racing Transformed,Sega,Sumo Digital,PSV,2012,Racing,0.09,0.25,,0.1,0.44
4723,Transformers: Revenge of the Fallen -- Autobots,Activision,Vicarious Visions,DS,2009,Action,0.26,0.14,,0.04,0.44
4724,Deadpool,Activision,High Moon Studios,X360,2013,Action,0.26,0.14,,0.04,0.44
4725,Spawn: Armageddon,Namco,Point of View,PS2,2003,Action,0.22,0.17,,0.06,0.44
4726,Lego Batman 3: Beyond Gotham,Warner Bros. Interactive Entertainment,Traveller's Tales,XOne,2014,Action,0.24,0.17,,0.04,0.44
4727,The Godfather (US sales),Electronic Arts,Headgate,XB,2006,Action,0.33,0.1,,0.02,0.44
4728,World Stadium EX,Namco,Namco,PS,1996,Sports,,,0.41,0.03,0.44
4729,Tiger Woods PGA Tour 2003,EA Sports,EA Redwood Shores,XB,2002,Sports,0.35,0.08,,0.01,0.44
4730,Tony Hawk's Proving Ground,Activision,Neversoft Entertainment,PS3,2007,Sports,0.36,0.05,,0.04,0.44
4731,Battlefield 2: Modern Combat,Electronic Arts,Digital Illusions,PS2,2005,Shooter,0.37,0.01,,0.06,0.44
